S,I,R
14.941677574628834,134.21316705760654,350.8451553677645
14.743123724275998,133.07395341631283,352.18292285941106
14.548862217040082,131.94181559014106,353.50932219281873
14.358782416745727,130.81679318491592,354.82442439833824
14.172776900860413,129.69892221517912,356.1283008839603
13.990741361008217,128.58823523942053,357.42102339957114
13.812574506250115,127.48476149077324,358.7026640029765
13.63817796363834,126.3885270014688,359.9732950348928
13.467456193167493,125.2995547271424,361.23298907969
13.30031640004942,124.2178646652918,362.4818189346587
13.136668448351177,123.14347396947169,363.71985758217704
12.976424778427804,122.07639706024915,364.94717816132294
12.81950032806178,121.01664572916147,366.16385394277665
12.665812457745616,119.96422923422662,367.36995830802766
12.515280871396497,118.91915441302838,368.565564715575
12.36782754526504,117.8814257749125,369.7507466798223
12.223376657720316,116.85104559413176,370.9255777481478
12.081854521024429,115.82801400047748,372.090131478498
11.943189520400496,114.81232905633651,373.24448142326287
11.807312048756486,113.80398684397977,374.3887011072636
11.674154440857253,112.80298155525982,375.52286400388283
11.543650915777471,111.8093055655621,376.6470435186603
11.415737518795172,110.82294951008262,377.7613129711221
11.290352066001729,109.8439023560714,378.86574557792676
11.167434098685808,108.87215145931214,379.96041444200193
11.0469248212407,107.90768264839315,381.04539253036603
10.928767051370448,106.95048028899294,382.12075265963654
10.812905172023655,106.00052734571095,383.1865674822653
10.699285083455301,105.05780544408307,384.2429094724615
10.587854160517189,104.12229492464357,385.2898509148392
10.478561213145401,103.19397489221757,386.32746389463694
10.371356432494075,102.27282328801623,387.3558202794896
10.266191353144805,101.35881693670595,388.3749917101492
10.163018812585591,100.45193159799723,389.38504958941706
10.061792911777374,99.55214201675366,390.38606507146886
9.962468984523147,98.65942196005513,391.37810905542165
9.86500355638899,97.77374427002891,392.361252173582
9.769354305596078,96.89508091385358,393.33556478055027
9.675480031011919,96.02340302325558,394.3011169457324
9.583340618551881,95.15868093650145,395.25797844494656
9.492897009865919,94.30088423711699,396.20621875301697
9.404111178266486,93.44998178204163,397.1459070396918
9.316946089336797,92.60594175239989,398.0771121582632
9.2313656733401,91.76873168699619,398.9999026396636
9.147334797555942,90.93831851599592,399.914346686448
9.064819238505919,90.11466859484561,400.82051216664837
8.98378565912253,89.29774773111747,401.7184666097599
8.904201585134505,88.48752121253615,402.60827720232925
8.826035371801945,87.6839538489739,403.49001077922406
8.74925618338131,86.88700999613727,404.36373382048134
8.673833969582907,86.0966535836403,405.22951244677665
8.599739442639333,85.31284814224473,406.0874124151158
8.52694405509358,84.53555683010924,406.9374991147971
8.455419985623754,83.76474244753241,407.77983756684375
8.385140114393524,83.00036746678899,408.6144924188174
8.316077999342228,82.24239406065638,409.4415279400013
8.248207860038516,81.49078412011043,410.261008019851
8.181504559362741,80.7454992751791,411.0729961654581
8.115943585885034,80.0065009148327,411.8775554992822
8.051501036106908,79.27375020715293,412.6747487567401
7.988153588247888,78.54720813221071,413.4646382795413
7.925878496304349,77.82683548472296,414.2472860189726
7.864653573813756,77.11259289216551,415.02275353402064
7.804457176852238,76.40444083410318,415.7911019890445
7.745268189423375,75.70233965801735,416.5523921525592
7.687066009427832,75.00624959433604,417.30668439623605
7.629830532770477,74.31613077417468,418.05403869305474
7.573542131540144,73.6319432556245,418.79451461283526
7.51818165386456,72.95364701894692,419.52817132718843
7.463730407388762,72.28120198532038,420.25506760729075
7.410170146286514,71.61456803054628,420.9752618231671
7.357483059461728,70.95370499707786,421.68881194346034
7.305651759196596,70.29857270543891,422.3957755353644
7.254659266539948,69.64913097052646,423.0962097629335
7.204488997515589,69.00533961674847,423.7901713857358
7.155124760827915,68.3671584761657,424.47771676300624
7.1065507438579285,67.73454740404318,425.1589018520988
7.058751502543352,67.10746628869178,425.8337822087647
7.011711951657445,66.48587506076683,426.5024129875756
6.965417355390484,65.86973370216589,427.1648489424435
6.919853316677609,65.25900225689807,427.82114442642415
6.875005768981108,64.65364083827069,428.4713533927481
6.830860968654075,64.0536096352487,429.1155293960971
6.787405485852479,63.458868921085674,429.7537255930617
6.744626196379988,62.86937906059095,430.3859947430289
6.702510273786808,62.28510051706747,431.01238920914557
6.661045181622404,61.70599385903568,431.6329609593418
6.620218664635396,61.13201976811752,432.247761567247
6.580018742861354,60.563139043599584,432.8568422135389
6.540433704580224,59.99931260824696,433.46025368717267
6.501452099182476,59.44050151418704,434.05804638663034
6.4630627305240145,58.88666694820434,434.65027032127153
6.425254650484899,58.33777023677132,435.23697511274366
6.388017152495313,57.7937728512067,435.81820999629787
6.351339764484287,57.25463641386433,436.3940238216513
6.315212244323457,56.72032270025039,436.96446505542605
6.27962457368089,56.190793643850526,437.5295817824684
6.2445669523251,55.66601134027883,438.08942170739596
6.210029792690834,55.1459380510606,438.64403215624844
6.176003714608905,54.630536207210646,439.1934600781803
6.14247953980412,54.11976841309329,439.73775204710245
6.109448286483016,53.61359745017011,440.2769542633467
6.076901165480825,53.11198627883344,440.81111255568555
6.044829575105509,52.61489804183697,441.34027238305737
6.013225096527602,52.122296067056055,441.8644788364162
5.982079489319114,51.63414387006482,442.3837766406159
5.951384687122416,51.15040515655446,442.89821015632293
5.921132792692429,50.67104382577577,443.4078233815316
5.8913160741674915,50.196023972103475,443.91265995372885
5.861926961684799,49.72530988610521,444.41276315220983
5.832958043100601,49.25886605705301,444.90817589984624
5.8044020602312925,48.796657174662755,445.3989407651058
5.7762519052093575,48.33864813069592,445.88509996409454
5.74850061695291,47.884804020425605,446.36669536262133
5.721141377747801,47.43509014396796,446.84376847828406
5.6941675092124635,46.98947200854332,447.316360482244
5.667572466987432,46.54791533262672,447.7845122003857
5.641349841267865,46.11038604160616,448.2482641171258
5.615493352408713,45.6768502706561,448.707656376935
5.589996847703017,45.247274365929066,449.1627287863677
5.56485429843734,44.82162488537204,449.61352081619043
5.54005979703502,44.399868599443515,450.0600716035213
5.515607554286313,43.98197249173272,450.5024199539808
5.4914918966124455,43.56790375955089,450.9406043438365
5.4677072617589575,43.15762981661929,451.3746629216216
5.444248197756445,42.751118291448435,451.804633510795
5.421109360813176,42.34833702714856,452.23055361203814
5.398285512310876,41.9492540824445,452.6524604052445
5.375771516422877,41.55383773188356,453.0703907516934
5.353562337801798,41.16205646596829,453.4843811962298
5.331653039336048,40.773878991214985,453.89446796944884
5.310038779974551,40.38927423013865,454.30068698988663
5.288714811932913,40.00821132218481,454.7030738658822
5.267676477868916,39.6306596247344,455.1016638973966
5.246919210875244,39.25658870994925,455.49649207917537
5.226438531603669,38.88596836590764,455.8875931024886
5.206230046285309,38.51876859643528,456.2750013572793
5.186289444842508,38.15495962082672,456.65875093433067
5.166612499054065,37.79451187351439,457.0388756274314
5.147195060773196,37.437396003685706,457.415408935541
5.1280330601095105,37.08358287497146,457.7883840649189
5.109122502742428,36.73304356636071,458.15783393089674
5.090459469455789,36.38574937005427,458.5237911604898
5.072040114404591,36.041671791098786,458.8862880944965
5.053860663321562,35.70078254712516,459.2453567895531
5.035917411973663,35.36305356776103,459.6010290202652
5.018206724660945,35.028456994005104,459.9533362813338
5.000725032757322,34.696965177563996,460.30230978967853
4.983468833292819,34.36855068015205,460.647980486555
4.966434687056403,34.0431862734694,460.9903790394741
4.949619217219158,33.72084493848516,461.32953584429555
4.933019108804037,33.401499863577165,461.6654810276187
4.91663110695639,33.085124444338625,461.99824444870484
4.900452015674133,32.77169228277267,462.32785570155306
4.884478696572664,32.46117718645842,462.6543441169688
4.868708067682926,32.153553167690674,462.9777387646262
4.853137102282183,31.84879444259357,463.2980684551241
4.837762827651493,31.546875430371493,463.6153617419769
4.822582323425276,31.247770753212677,463.92964692336193
4.807592721299616,30.951455234122854,464.2409520445774
4.792791203752146,30.65790389630582,464.54930489994194
4.7781750029248755,30.367091962316447,464.85473303475857
4.763741399604619,30.078994853086634,465.1572637473086
4.749487722229847,29.793588186933864,465.4569240908362
4.735411345923623,29.51084777855254,465.7537408755237
4.721509691549558,29.23074963799228,466.04774067045804
4.707780224417683,28.95326997011713,466.33894980546506
4.694220453611691,28.67838517325886,466.62739437312933
4.680827931338345,28.406071837857926,466.9131002308036
4.667600251884393,28.136306745641367,467.19609300247413
4.654535050771451,27.869066868555233,467.4763980806732
4.64163000393206,27.604329367685764,467.7540406283821
4.628882826906623,27.342071592169496,468.02904558092376
4.616291274060974,27.08227107809254,468.30143764784634
4.603853137722395,26.82490554753624,468.5712413147412
4.59156624719676,26.569952907826607,468.83848084497646
4.579428468489746,26.317391249719652,469.10318028179046
4.5674377034197065,26.067198846544084,469.36536345003606
4.5555918888959335,25.819354153109412,469.6250539579945
4.543888996232639,25.573835804578945,469.88227519918826
4.532327030479768,25.33062261533674,470.1370503541833
4.520904029770406,25.08969357784867,470.38940239238076
4.5096180646689135,24.851027861539396,470.63935407379154
4.498467237192158,24.61460481213783,470.8869279506699
4.487449680603709,24.380403949971328,471.1321463694248
4.476563558849733,24.148404968771548,471.37503147237857
4.465807065863045,23.918587734678876,471.61560519945795
4.455178424995026,23.690932285086557,471.85388928991824
4.444675888462117,23.46541882748088,472.08990528405684
4.434297736806808,23.242027738277493,472.32367452491553
4.424042278373052,23.02073956165368,472.5552181599731
4.4139078487960495,22.801535008376714,472.7845571428271
4.403892810506399,22.584394954628053,473.0117122348654
4.393995552057847,22.36930044109647,473.2367040068455
4.384214486644937,22.156232673247498,473.4595528401074
4.3745480532794465,21.945173017801462,473.68027892891894
4.3649947158793125,21.736103002216883,473.89890228190364
4.355552962652673,21.529004313767075,474.1154427235801
4.3462213056514045,21.323858798389704,474.3299198959587
4.336998280335698,21.120648459536174,474.542353260128
4.327882445149595,20.91935545702071,474.75276209782953
4.318872381107437,20.719962105869232,474.96116551302316
4.309966691391169,20.522450875167813,475.1675824334408
4.301164000958506,20.32680438691075,475.37203161213057
4.2924629558646545,20.13300541527811,475.5745316288571
4.283862222508111,19.941036886038138,475.7751008914536
4.275360488319974,19.75088187387623,475.9737576378036
4.266956460930086,19.56252360194224,476.1705199371275
4.2586488677782555,19.375945440768497,476.3654056914531
4.250436455761932,19.19113090714966,476.55843263708823
4.242317990892399,19.008063663024632,476.7496183460828
4.234292257959455,18.82672751436048,476.9389802276799
4.226358060204544,18.64710641003829,477.126535529757
4.218514219002298,18.469184440740932,477.3123013402566
4.210759573550486,18.292945837842556,477.49629458860676
4.203092980119989,18.118374972963828,477.678532046916
4.195513311925531,17.945456356621794,477.85903033145246
4.188019459350041,17.774174636369896,478.0378059042799
4.180610329318831,17.604514596210862,478.2148750744701
4.173284845011925,17.43646115552246,478.3902539994654
4.166041945582935,17.269999367987044,478.5639586864298
4.158880585884393,17.105114420525023,478.73600499359037
4.1517997361995045,16.94179163223206,478.90640863156824
4.144798381980289,16.78001645332007,479.07518516469946
4.137875523592067,16.619774464061866,479.24235001234587
4.131030176049175,16.46105137376208,479.40791845018856
4.124261368401096,16.30383302026505,479.57190561133365
4.117568143900135,16.148105368304126,479.73432648779556
4.110949559804831,15.993854508409777,479.8951959317852
4.104404687024365,15.841066656068675,480.05452865690677
4.097932609888431,15.689728150707298,480.21233923940406
4.091532425922182,15.539825454680402,480.36864211939724
4.085203245626222,15.391345152264275,480.52345160210933
4.078944192261619,15.244273948654767,480.6767818590834
4.072754401639878,15.098598668970014,480.8286469293899
4.066633021917883,14.954306257257812,480.9790607208241
4.060579213348525,14.811383775572931,481.12803701107833
4.054592147810221,14.669818403359013,481.27558944883054
4.048671009052303,14.529597435891025,481.42173155505645
4.042814992386861,14.390708283463452,481.5664767241495
4.037023304455072,14.253138470490327,481.7098382250544
4.03129516304166,14.116875634552052,481.85182920240607
4.025629796893298,13.981907525447513,481.992462677659
4.02002644554093,13.848222004251483,482.1317515502074
4.014484359125973,13.715807042377243,482.2697085984966
4.0090027982303775,13.584650720644365,482.40634648112507
4.003581033710518,13.454741228351585,482.5416777379377
3.998218346455737,13.326066862485627,482.67571479105845
3.9929140271201975,13.198616026985396,482.8084699458942
3.9876673762575403,13.072377231351211,482.939955392391
3.9824777040377946,12.947339089955891,483.0701832060061
3.977344330085648,12.823490321166119,483.199165348748
3.972266583330058,12.700819746455908,483.32691367021386
3.9672438018569585,12.57931628952571,483.45343990861716
3.962275332765043,12.458968975427128,483.5787556918076
3.9573605320245973,12.339766929693177,483.702872538282
3.9524987643393525,12.22169937747404,483.8258018581864
3.947689403011358,12.104755642678281,483.94755495431014
3.9429318297004263,11.988925147257603,484.0681430230417
3.9382254343297385,11.874197410314475,484.18757715535554
3.933569615090254,11.760562047092826,484.30586833781666
3.928963778229839,11.648008768252147,484.42302745351776
3.9244073379281312,11.536527379041171,484.5390652830305
3.919899716173883,11.42610777847722,484.65399250534864
3.9154403426447533,11.31673995853118,484.7678196988238
3.911028654589514,11.208414003318028,484.88055734209223
3.906664096712664,11.101120088292912,484.9922158149942
3.9023461210614214,10.99484847945267,485.10280539948565
3.8980741869110807,10.889589532548978,485.2123362805397
3.8938477605504054,10.78533369246492,485.32081854698447
3.8896663152894577,10.682071492256796,485.42826219245353
3.885529331368347,10.579793552357856,485.5346771162736
3.881436295817242,10.478490579866087,485.6400731243165
3.8773867023538333,10.37815336778283,485.7444599298631
3.8733800512827523,10.278772794256959,485.8478471544601
3.869415849396938,10.18033982183461,485.95024432876824
3.865493609880923,10.082845496714384,486.0516608934045
3.861612852216025,9.98628094800799,486.1521061997758
3.8577731020874384,9.890637387006288,486.25158951090606
3.8539738912714863,9.795906106479652,486.3501200022486
3.8502147574275036,9.702078480113464,486.44770676245884
3.8464952442200215,9.609145961510285,486.5443587942695
3.8428149011725794,9.517100083558006,486.6400850152692
3.8391732835606036,9.425932457753435,486.73489425868576
3.835569952327824,9.335634773501958,486.82879527417
3.832004474004389,9.246198797422384,486.921796728573
3.828476420626679,9.157616372656902,487.0139072067162
